Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03 00:00:00-05:00,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,0.8519421815872192,535796800
2000-01-04 00:00:00-05:00,0.966517984867096,0.9877229928970337,0.9034600257873535,0.9151790142059326,0.7801149487495422,512377600
2000-01-05 00:00:00-05:00,0.9263389706611633,0.9871649742126465,0.919642984867096,0.9285709857940674,0.791530430316925,778321600
2000-01-06 00:00:00-05:00,0.9475449919700623,0.955357015132904,0.8482139706611633,0.8482139706611633,0.7230328321456909,767972800
2000-01-07 00:00:00-05:00,0.861607015132904,0.9017860293388367,0.8526790142059326,0.888392984867096,0.7572821378707886,460734400
2000-01-10 00:00:00-05:00,0.9107139706611633,0.9129459857940674,0.845982015132904,0.872767984867096,0.7439630627632141,505064000
2000-01-11 00:00:00-05:00,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,0.7059085965156555,441548800
2000-01-12 00:00:00-05:00,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,0.663573145866394,976068800
2000-01-13 00:00:00-05:00,0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,0.736351728439331,1032684800
2000-01-14 00:00:00-05:00,0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,0.7644169926643372,390376000
2000-01-18 00:00:00-05:00,0.9017860293388367,0.9464290142059326,0.896763026714325,0.928013026714325,0.7910549640655518,459177600
2000-01-19 00:00:00-05:00,0.9430800080299377,0.970982015132904,0.9229909777641296,0.9514510035514832,0.8110337257385254,597643200
2000-01-20 00:00:00-05:00,1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407,0.8638343811035156,1831132800
2000-01-21 00:00:00-05:00,1.020089030265808,1.020089030265808,0.9838169813156128,0.993861973285675,0.8471857309341431,495924800
2000-01-24 00:00:00-05:00,0.9681919813156128,1.0066959857940674,0.9386159777641296,0.9486610293388367,0.8086555600166321,440876800
2000-01-25 00:00:00-05:00,0.9375,1.010045051574707,0.9140629768371582,1.0022319555282593,0.8543205261230469,497145600
2000-01-26 00:00:00-05:00,0.982142984867096,1.019531011581421,0.9799110293388367,0.9838169813156128,0.8386232852935791,367158400
