timestamp1,timestamp2,difference
1678995622163410000,1678995622164615000,1205000
1678995622163411000,1678995622164616000,1205000
1678995622163412000,1678995622164616000,1204000
1678995622163413000,1678995622164617000,1204000
1678995622163414000,1678995622164618000,1204000
1678995622163415000,1678995622164619000,1204000
1678995622163415000,1678995622164620000,1205000
1678995622163416000,1678995622164620000,1204000
1678995622163417000,1678995622164621000,1204000
1678995622163418000,1678995622164622000,1204000
1678995622163419000,1678995622164623000,1204000
1678995622163420000,1678995622164624000,1204000
1678995622163422000,1678995622164626000,1204000
1678995622163422000,1678995622164626000,1204000
1678995622163423000,1678995622164627000,1204000
1678995622163424000,1678995622164628000,1204000
1678995622163425000,1678995622164629000,1204000
1678995622163426000,1678995622164630000,1204000
1678995622163427000,1678995622164630000,1203000
1678995622163428000,1678995622164631000,1203000
1678995622163428000,1678995622164632000,1204000
1678995622163429000,1678995622164633000,1204000
1678995622163430000,1678995622164634000,1204000
1678995622163431000,1678995622164635000,1204000
1678995622163432000,1678995622164636000,1204000
1678995622163433000,1678995622164636000,1203000
1678995622163433000,1678995622164637000,1204000
1678995622163434000,1678995622164638000,1204000
1678995622163435000,1678995622164639000,1204000
1678995622163436000,1678995622164640000,1204000
1678995622163437000,1678995622164641000,1204000
1678995622163438000,1678995622164642000,1204000
1678995622163439000,1678995622164643000,1204000
1678995622163439000,1678995622164643000,1204000
1678995622163440000,1678995622164644000,1204000
1678995622163441000,1678995622164645000,1204000
1678995622163442000,1678995622164646000,1204000
1678995622163443000,1678995622164647000,1204000
1678995622163444000,1678995622164647000,1203000
1678995622163444000,1678995622164648000,1204000
1678995622163445000,1678995622164649000,1204000
1678995622163446000,1678995622164650000,1204000
1678995622163447000,1678995622164651000,1204000
1678995622163448000,1678995622164652000,1204000
1678995622163449000,1678995622164653000,1204000
1678995622163450000,1678995622164654000,1204000
1678995622163451000,1678995622164654000,1203000
1678995622163452000,1678995622164655000,1203000
1678995622163452000,1678995622164656000,1204000
1678995622163453000,1678995622164657000,1204000
