timestamp,cluster_name,status,number_of_nodes,number_of_data_nodes,active_shards,unassigned_shards,delayed_unassigned_shards,initializing_shards,relocating_shards,active_primary_shards,active_shards_percent_as_number
2023-02-27 21:12:59,docker-cluster,green,1,1,8,0,0,0,0,8,100
